TransactionID,CustomerID,OrderDate,Category,Product,Quantity,UnitPrice,Discount,Amount,CustomerName,Gender,Age,AgeGroup,City,State,Region,JoinDate,Email
TXN002829,C00583,2024-01-24,Home,Cookware,2,205.83,0.0,411.66,Jessica Thompson,Male,54,46-55,Chicago,IL,Central,2021-11-30,customer583@email.com
TXN000178,C00035,2024-01-24,Home,Bedding,1,439.33,0.15,373.43,Charles Williams,Male,24,18-25,Charlotte,NC,South,2023-10-15,customer35@email.com
TXN000591,C00109,2024-01-24,Clothing,T-Shirt,1,140.92,0.0,140.92,Susan Robinson,Female,60,56-65,Dallas,TX,South,2024-02-02,customer109@email.com
TXN003244,C00681,2024-01-24,Home,Cookware,3,143.23,0.0,429.7,James Jackson,Female,29,26-35,New York,NY,East,2024-03-30,customer681@email.com
TXN000744,C00134,2024-01-24,Electronics,Laptop,3,70.68,0.0,212.04,Michael Brown,Female,39,36-45,Columbus,OH,Central,2022-12-05,customer134@email.com
TXN002407,C00497,2024-01-24,Home,Decor,3,282.31,0.1,762.24,Linda Moore,Female,43,36-45,Denver,CO,West,2022-04-04,customer497@email.com
TXN000737,C00132,2024-01-25,Beauty,Makeup,3,38.48,0.15,98.12,Donald Sanchez,Male,62,56-65,Jacksonville,FL,South,2022-07-14,customer132@email.com
TXN002961,C00621,2024-01-25,Home,Bedding,2,45.77,0.0,91.55,John Jones,Male,40,36-45,New York,NY,East,2023-02-22,customer621@email.com
TXN002603,C00542,2024-01-25,Sports,Dumbbells,2,398.92,0.0,797.84,Christopher Martin,Female,59,56-65,Los Angeles,CA,West,2024-02-25,customer542@email.com
TXN002887,C00596,2024-01-26,Home,Bedding,1,285.54,0.05,271.26,Matthew Miller,Female,64,56-65,Seattle,WA,West,2022-06-01,customer596@email.com
TXN002364,C00485,2024-01-26,Home,Lamp,2,66.61,0.05,126.56,Charles Thomas,Male,58,56-65,Phoenix,AZ,West,2022-02-18,customer485@email.com
TXN002055,C00406,2024-01-26,Home,Sofa,2,402.81,0.05,765.34,Donna Thompson,Female,19,18-25,Philadelphia,PA,East,2022-04-27,customer406@email.com
TXN003494,C00752,2024-01-26,Clothing,T-Shirt,2,335.95,0.2,537.51,Susan Lee,Female,19,18-25,Jacksonville,FL,South,2021-12-26,customer752@email.com
TXN001551,C00298,2024-01-27,Sports,Bicycle,1,76.29,0.0,76.29,Susan Taylor,Female,39,36-45,Boston,MA,East,2022-05-28,customer298@email.com
TXN002470,C00512,2024-01-27,Beauty,Haircare,3,85.28,0.15,217.46,Jessica Garcia,Female,61,56-65,Jacksonville,FL,South,2021-07-18,customer512@email.com
TXN002600,C00541,2024-01-27,Electronics,Smartwatch,3,54.35,0.15,138.6,Margaret White,Male,20,18-25,New York,NY,East,2021-01-22,customer541@email.com
TXN001525,C00293,2024-01-27,Beauty,Makeup,3,427.27,0.0,1281.82,Charles Miller,Male,26,26-35,Fort Worth,TX,South,2021-11-17,customer293@email.com
TXN000821,C00147,2024-01-27,Home,Sofa,1,62.22,0.0,62.22,Sandra Davis,Male,49,46-55,San Antonio,TX,South,2021-09-15,customer147@email.com
TXN001361,C00258,2024-01-27,Electronics,Laptop,1,365.83,0.0,365.83,Robert Harris,Male,45,36-45,Boston,MA,East,2022-12-27,customer258@email.com
TXN001028,C00194,2024-01-27,Beauty,Skincare,2,225.07,0.0,450.14,Susan Taylor,Female,64,56-65,Columbus,OH,Central,2022-11-03,customer194@email.com
TXN002746,C00562,2024-01-28,Clothing,Jacket,3,121.7,0.0,365.09,Betty Clark,Female,53,46-55,Los Angeles,CA,West,2023-05-17,customer562@email.com
TXN002681,C00551,2024-01-28,Electronics,Smartwatch,2,309.8,0.0,619.59,Mark Robinson,Male,32,26-35,Austin,TX,South,2022-03-21,customer551@email.com
TXN003526,C00755,2024-01-29,Beauty,Makeup,2,165.9,0.1,298.61,Nancy Davis,Female,67,65+,Charlotte,NC,South,2021-08-05,customer755@email.com
TXN001351,C00258,2024-01-29,Clothing,Sneakers,1,107.82,0.0,107.82,Robert Harris,Male,45,36-45,Boston,MA,East,2022-12-27,customer258@email.com
TXN001051,C00197,2024-01-29,Clothing,Sneakers,1,62.13,0.0,62.13,Robert Lewis,Female,31,26-35,Denver,CO,West,2021-02-16,customer197@email.com
TXN002735,C00562,2024-01-30,Sports,Yoga Mat,1,362.42,0.0,362.42,Betty Clark,Female,53,46-55,Los Angeles,CA,West,2023-05-17,customer562@email.com
TXN000562,C00103,2024-01-30,Clothing,Sneakers,3,110.43,0.0,331.28,Paul Harris,Female,20,18-25,Chicago,IL,Central,2023-07-17,customer103@email.com
TXN003198,C00675,2024-01-30,Beauty,Haircare,1,171.5,0.15,145.78,Donald Brown,Male,47,46-55,Charlotte,NC,South,2023-09-07,customer675@email.com
TXN002099,C00419,2024-01-31,Beauty,Haircare,3,92.82,0.0,278.45,Margaret Lopez,Female,64,56-65,Nashville,TN,South,2022-05-04,customer419@email.com
TXN002822,C00581,2024-01-31,Clothing,Sneakers,1,51.02,0.1,45.92,Mary Lee,Female,23,18-25,New York,NY,East,2021-06-05,customer581@email.com
TXN003372,C00716,2024-01-31,Clothing,Jacket,3,27.0,0.1,72.91,Lisa Perez,Female,55,46-55,Seattle,WA,West,2023-03-31,customer716@email.com
TXN002326,C00475,2024-01-31,Sports,Running Shoes,2,123.96,0.0,247.93,Joseph Lopez,Male,22,18-25,Charlotte,NC,South,2022-02-26,customer475@email.com
TXN000796,C00142,2024-01-31,Sports,Dumbbells,3,27.15,0.15,69.24,Michael Davis,Male,27,26-35,Los Angeles,CA,West,2021-12-23,customer142@email.com
TXN002583,C00539,2024-02-01,Home,Decor,1,434.29,0.1,390.86,Jennifer Martin,Male,24,18-25,Nashville,TN,South,2024-01-13,customer539@email.com
TXN003321,C00701,2024-02-01,Home,Decor,3,75.15,0.05,214.19,Steven Robinson,Male,42,36-45,New York,NY,East,2023-07-06,customer701@email.com
TXN003315,C00698,2024-02-01,Sports,Dumbbells,3,86.69,0.0,260.07,Richard Jones,Female,69,65+,Boston,MA,East,2021-12-02,customer698@email.com
TXN001466,C00286,2024-02-01,Clothing,Jacket,3,328.74,0.0,986.23,William Miller,Female,66,65+,Philadelphia,PA,East,2022-12-25,customer286@email.com
TXN001614,C00314,2024-02-01,Electronics,Headphones,2,190.49,0.05,361.94,Matthew Thomas,Male,72,65+,Columbus,OH,Central,2023-10-18,customer314@email.com
TXN001100,C00207,2024-02-02,Electronics,Laptop,1,105.89,0.15,90.01,Linda Lewis,Female,46,46-55,San Antonio,TX,South,2022-04-06,customer207@email.com
TXN000884,C00162,2024-02-02,Home,Cookware,1,46.82,0.15,39.8,Emily Perez,Female,41,36-45,Los Angeles,CA,West,2023-10-06,customer162@email.com
TXN002690,C00553,2024-02-02,Sports,Bicycle,3,229.49,0.15,585.19,Donna Wilson,Female,41,36-45,Fort Worth,TX,South,2023-05-12,customer553@email.com
TXN001081,C00202,2024-02-02,Electronics,Smartphone,2,440.15,0.0,880.29,Karen Martin,Male,45,36-45,Los Angeles,CA,West,2022-10-30,customer202@email.com
TXN000200,C00039,2024-02-02,Home,Sofa,1,203.84,0.05,193.65,Lisa Garcia,Female,18,18-25,Nashville,TN,South,2022-12-27,customer39@email.com
TXN002939,C00613,2024-02-02,Beauty,Perfume,3,61.83,0.15,157.66,Richard Thompson,Female,52,46-55,Fort Worth,TX,South,2021-11-01,customer613@email.com
TXN001661,C00322,2024-02-03,Electronics,Smartphone,3,35.16,0.0,105.49,Patricia Moore,Female,43,36-45,Los Angeles,CA,West,2023-01-25,customer322@email.com
TXN001776,C00348,2024-02-03,Beauty,Skincare,2,54.57,0.05,103.69,Anthony Wilson,Female,39,36-45,San Diego,CA,West,2022-11-20,customer348@email.com
TXN000892,C00163,2024-02-03,Electronics,Headphones,2,328.66,0.1,591.59,Ashley Jones,Female,54,46-55,Chicago,IL,Central,2022-10-25,customer163@email.com
TXN001451,C00281,2024-02-04,Home,Bedding,2,163.99,0.0,327.98,Karen Taylor,Female,47,46-55,New York,NY,East,2022-10-08,customer281@email.com
TXN000425,C00081,2024-02-04,Clothing,Sneakers,2,58.67,0.2,93.86,Charles Wilson,Male,25,18-25,New York,NY,East,2022-09-20,customer81@email.com
TXN002331,C00476,2024-02-04,Electronics,Smartwatch,3,99.15,0.0,297.44,Barbara Martinez,Female,68,65+,Seattle,WA,West,2022-07-11,customer476@email.com
TXN001019,C00193,2024-02-04,Beauty,Makeup,2,168.11,0.0,336.21,Robert Moore,Female,62,56-65,Fort Worth,TX,South,2021-05-14,customer193@email.com
TXN002362,C00485,2024-02-05,Beauty,Haircare,3,247.88,0.0,743.63,Charles Thomas,Male,58,56-65,Phoenix,AZ,West,2022-02-18,customer485@email.com
TXN002466,C00511,2024-02-05,Electronics,Smartwatch,3,63.16,0.05,180.0,Jennifer Garcia,Female,63,56-65,Austin,TX,South,2022-06-04,customer511@email.com
TXN001648,C00320,2024-02-05,Electronics,Headphones,1,258.67,0.2,206.94,Barbara Sanchez,Male,29,26-35,Detroit,MI,Central,2024-03-26,customer320@email.com
TXN001504,C00290,2024-02-07,Clothing,Jeans,1,141.42,0.0,141.42,Andrew Martinez,Male,67,65+,San Jose,CA,West,2021-09-16,customer290@email.com
TXN000574,C00106,2024-02-07,Home,Bedding,3,249.48,0.1,673.59,David Rodriguez,Male,49,46-55,Philadelphia,PA,East,2022-11-17,customer106@email.com
TXN000838,C00153,2024-02-07,Electronics,Laptop,1,125.72,0.05,119.43,Jessica Garcia,Female,46,46-55,Fort Worth,TX,South,2023-04-29,customer153@email.com
TXN002009,C00397,2024-02-07,Beauty,Perfume,1,69.38,0.0,69.38,Lisa Garcia,Male,60,56-65,Denver,CO,West,2021-05-10,customer397@email.com
TXN000386,C00069,2024-02-07,Sports,Running Shoes,1,412.03,0.0,412.03,Linda Jones,Female,36,36-45,Dallas,TX,South,2023-02-03,customer69@email.com
TXN001075,C00202,2024-02-07,Home,Sofa,2,398.89,0.0,797.79,Karen Martin,Male,45,36-45,Los Angeles,CA,West,2022-10-30,customer202@email.com
TXN003026,C00635,2024-02-08,Clothing,T-Shirt,2,48.36,0.2,77.37,Nancy Ramirez,Female,73,65+,Charlotte,NC,South,2021-06-08,customer635@email.com
TXN001032,C00194,2024-02-08,Beauty,Makeup,1,141.2,0.05,134.14,Susan Taylor,Female,64,56-65,Columbus,OH,Central,2022-11-03,customer194@email.com
TXN001322,C00251,2024-02-08,Sports,Running Shoes,1,225.03,0.0,225.03,Richard Clark,Male,31,26-35,Austin,TX,South,2023-12-06,customer251@email.com
TXN000834,C00151,2024-02-08,Home,Decor,1,238.51,0.1,214.66,Paul Clark,Male,48,46-55,Austin,TX,South,2021-10-12,customer151@email.com
TXN001727,C00335,2024-02-08,Home,Sofa,3,381.26,0.0,1143.77,Jessica Clark,Female,72,65+,Charlotte,NC,South,2023-10-22,customer335@email.com
TXN000655,C00120,2024-02-09,Clothing,Sneakers,2,83.64,0.0,167.27,Joseph Smith,Female,71,65+,Detroit,MI,Central,2022-11-13,customer120@email.com
TXN002484,C00517,2024-02-09,Home,Decor,1,129.06,0.0,129.06,Charles Johnson,Male,71,65+,Denver,CO,West,2023-08-14,customer517@email.com
TXN003448,C00734,2024-02-09,Sports,Running Shoes,3,189.24,0.1,510.95,Lisa Perez,Male,46,46-55,Columbus,OH,Central,2024-02-28,customer734@email.com
TXN001205,C00229,2024-02-09,Clothing,Jacket,3,184.36,0.0,553.09,Margaret Jones,Male,64,56-65,Dallas,TX,South,2022-02-05,customer229@email.com
TXN003021,C00634,2024-02-10,Home,Cookware,2,234.47,0.2,375.16,Jennifer Ramirez,Male,30,26-35,Columbus,OH,Central,2024-02-06,customer634@email.com
TXN003256,C00684,2024-02-10,Clothing,Jeans,2,150.06,0.1,270.1,Ashley Clark,Male,44,36-45,Houston,TX,South,2021-12-27,customer684@email.com
TXN000370,C00067,2024-02-10,Sports,Running Shoes,3,144.53,0.0,433.59,Ashley Williams,Female,23,18-25,San Antonio,TX,South,2021-05-24,customer67@email.com
TXN001410,C00271,2024-02-10,Clothing,Jeans,1,23.72,0.1,21.35,Andrew Miller,Male,58,56-65,Austin,TX,South,2023-01-18,customer271@email.com
TXN000681,C00125,2024-02-11,Home,Decor,1,251.68,0.15,213.93,Nancy Williams,Female,57,56-65,Phoenix,AZ,West,2021-02-16,customer125@email.com
TXN003540,C00756,2024-02-13,Home,Sofa,2,410.9,0.15,698.54,William Sanchez,Male,44,36-45,Seattle,WA,West,2021-05-29,customer756@email.com
TXN001859,C00368,2024-02-14,Beauty,Skincare,1,106.77,0.0,106.77,David Clark,Female,49,46-55,San Diego,CA,West,2021-04-06,customer368@email.com
TXN003072,C00644,2024-02-14,Clothing,Jeans,1,129.52,0.05,123.04,Michael Harris,Male,21,18-25,Houston,TX,South,2024-03-23,customer644@email.com
TXN002065,C00409,2024-02-14,Home,Bedding,3,405.65,0.2,973.56,Joshua Sanchez,Male,20,18-25,Dallas,TX,South,2021-01-25,customer409@email.com
TXN002633,C00545,2024-02-15,Clothing,Jacket,2,243.56,0.0,487.13,Andrew Jackson,Male,63,56-65,Phoenix,AZ,West,2021-05-02,customer545@email.com
TXN002159,C00433,2024-02-15,Home,Bedding,2,106.35,0.0,212.69,Sandra Jackson,Male,61,56-65,Fort Worth,TX,South,2021-01-16,customer433@email.com
TXN002562,C00534,2024-02-16,Electronics,Headphones,2,124.91,0.05,237.32,Linda Anderson,Male,28,26-35,Columbus,OH,Central,2022-03-04,customer534@email.com
TXN000093,C00014,2024-02-16,Electronics,Headphones,1,150.57,0.05,143.04,Donna Rodriguez,Male,56,56-65,Columbus,OH,Central,2022-10-09,customer14@email.com
TXN000330,C00058,2024-02-17,Sports,Running Shoes,3,154.85,0.05,441.32,Sandra Jones,Male,73,65+,Boston,MA,East,2024-02-11,customer58@email.com
TXN000987,C00187,2024-02-18,Home,Bedding,2,51.29,0.05,97.46,William Perez,Male,62,56-65,San Antonio,TX,South,2021-02-08,customer187@email.com
TXN003272,C00688,2024-02-18,Clothing,T-Shirt,1,134.95,0.2,107.96,Richard Martin,Female,54,46-55,San Diego,CA,West,2021-05-23,customer688@email.com
TXN003325,C00702,2024-02-18,Clothing,Sneakers,2,151.89,0.05,288.6,Sarah Clark,Female,29,26-35,Los Angeles,CA,West,2024-01-08,customer702@email.com
TXN002359,C00485,2024-02-19,Home,Lamp,2,87.84,0.0,175.68,Charles Thomas,Male,58,56-65,Phoenix,AZ,West,2022-02-18,customer485@email.com
TXN001649,C00320,2024-02-19,Electronics,Headphones,3,244.2,0.0,732.6,Barbara Sanchez,Male,29,26-35,Detroit,MI,Central,2024-03-26,customer320@email.com
TXN000049,C00009,2024-02-20,Beauty,Haircare,3,67.32,0.0,201.95,Joseph Taylor,Male,66,65+,Dallas,TX,South,2021-09-10,customer9@email.com
TXN000508,C00096,2024-02-20,Home,Lamp,2,169.84,0.0,339.68,Lisa Lewis,Female,66,65+,Seattle,WA,West,2022-10-21,customer96@email.com
TXN002667,C00550,2024-02-20,Beauty,Skincare,1,39.36,0.0,39.36,Kimberly Lee,Male,52,46-55,San Jose,CA,West,2023-07-13,customer550@email.com
TXN000117,C00019,2024-02-20,Home,Bedding,1,253.19,0.1,227.87,Susan Harris,Female,53,46-55,Nashville,TN,South,2021-02-04,customer19@email.com
TXN003085,C00649,2024-02-21,Electronics,Smartphone,1,200.52,0.05,190.5,Christopher Sanchez,Male,61,56-65,Dallas,TX,South,2022-11-18,customer649@email.com
TXN001298,C00249,2024-02-21,Home,Bedding,3,337.09,0.0,1011.26,John Ramirez,Male,18,18-25,Dallas,TX,South,2022-06-18,customer249@email.com
TXN002459,C00507,2024-02-21,Sports,Bicycle,3,157.82,0.0,473.46,Michelle White,Male,66,65+,San Antonio,TX,South,2024-03-31,customer507@email.com
TXN002654,C00548,2024-02-21,Electronics,Smartphone,1,165.26,0.05,156.99,John Harris,Female,54,46-55,San Diego,CA,West,2023-07-03,customer548@email.com
TXN003621,C00777,2024-02-21,Home,Cookware,3,168.54,0.05,480.35,Mark Harris,Female,73,65+,Denver,CO,West,2022-02-25,customer777@email.com
TXN002931,C00610,2024-02-22,Electronics,Headphones,1,91.09,0.2,72.87,Paul Gonzalez,Female,38,36-45,San Jose,CA,West,2023-04-02,customer610@email.com
TXN002783,C00571,2024-02-22,Clothing,Jacket,3,227.29,0.1,613.69,Anthony Johnson,Male,57,56-65,Austin,TX,South,2021-09-18,customer571@email.com
TXN002248,C00456,2024-02-22,Clothing,Jacket,1,140.86,0.1,126.77,Donna Lopez,Female,34,26-35,Seattle,WA,West,2022-02-23,customer456@email.com
TXN001930,C00384,2024-02-23,Home,Lamp,1,438.5,0.05,416.58,Mary White,Female,26,26-35,Houston,TX,South,2024-02-13,customer384@email.com
TXN003488,C00749,2024-02-24,Electronics,Smartphone,3,57.74,0.0,173.23,Betty Rodriguez,Female,49,46-55,Dallas,TX,South,2023-02-12,customer749@email.com
TXN001929,C00384,2024-02-25,Home,Lamp,2,376.65,0.1,677.96,Mary White,Female,26,26-35,Houston,TX,South,2024-02-13,customer384@email.com
TXN001453,C00282,2024-02-25,Beauty,Haircare,2,81.97,0.05,155.74,Karen Perez,Female,74,65+,Los Angeles,CA,West,2022-05-19,customer282@email.com
TXN002894,C00597,2024-02-26,Home,Bedding,3,98.3,0.0,294.9,Joshua Taylor,Female,60,56-65,Denver,CO,West,2021-11-07,customer597@email.com
TXN000701,C00128,2024-02-27,Clothing,Jacket,2,270.19,0.0,540.38,Ashley Miller,Male,54,46-55,San Diego,CA,West,2023-12-18,customer128@email.com
TXN000934,C00171,2024-02-27,Clothing,Dress,3,18.41,0.0,55.23,Kimberly Garcia,Male,29,26-35,Austin,TX,South,2023-06-04,customer171@email.com
TXN000154,C00027,2024-02-28,Clothing,T-Shirt,2,162.56,0.05,308.86,Linda Robinson,Female,41,36-45,San Antonio,TX,South,2021-12-04,customer27@email.com
TXN001135,C00214,2024-02-28,Electronics,Smartphone,2,202.68,0.15,344.56,Ashley Rodriguez,Male,44,36-45,Columbus,OH,Central,2021-03-04,customer214@email.com
TXN000949,C00178,2024-02-28,Electronics,Tablet,3,128.33,0.0,385.0,Andrew Davis,Female,34,26-35,Boston,MA,East,2024-01-03,customer178@email.com
TXN001049,C00196,2024-02-28,Home,Decor,2,77.09,0.0,154.18,Daniel Lewis,Female,53,46-55,Seattle,WA,West,2021-07-22,customer196@email.com
TXN000088,C00014,2024-02-29,Home,Cookware,3,259.28,0.1,700.05,Donna Rodriguez,Male,56,56-65,Columbus,OH,Central,2022-10-09,customer14@email.com
TXN003599,C00773,2024-02-29,Electronics,Smartwatch,2,66.44,0.0,132.88,Patricia Jones,Female,30,26-35,Fort Worth,TX,South,2022-06-18,customer773@email.com
TXN002715,C00555,2024-02-29,Sports,Bicycle,3,108.49,0.0,325.48,Donald Lopez,Female,67,65+,Charlotte,NC,South,2022-06-16,customer555@email.com
TXN001612,C00314,2024-03-01,Electronics,Smartwatch,3,144.12,0.0,432.37,Matthew Thomas,Male,72,65+,Columbus,OH,Central,2023-10-18,customer314@email.com
TXN003122,C00658,2024-03-01,Home,Sofa,3,238.3,0.2,571.91,Matthew Martin,Female,56,56-65,Boston,MA,East,2024-01-31,customer658@email.com
TXN001954,C00387,2024-03-02,Sports,Yoga Mat,2,303.23,0.15,515.49,Robert Harris,Female,54,46-55,San Antonio,TX,South,2024-02-07,customer387@email.com
TXN002047,C00405,2024-03-02,Electronics,Laptop,2,98.65,0.2,157.83,Richard Williams,Female,60,56-65,Phoenix,AZ,West,2023-08-16,customer405@email.com
TXN002051,C00406,2024-03-02,Clothing,Sneakers,1,256.81,0.1,231.13,Donna Thompson,Female,19,18-25,Philadelphia,PA,East,2022-04-27,customer406@email.com
TXN001186,C00225,2024-03-02,Sports,Dumbbells,2,446.06,0.05,847.51,Elizabeth Moore,Female,71,65+,Phoenix,AZ,West,2021-06-03,customer225@email.com
TXN000187,C00038,2024-03-02,Sports,Bicycle,3,438.41,0.2,1052.18,Sarah Anderson,Female,57,56-65,Boston,MA,East,2023-03-16,customer38@email.com
TXN002076,C00413,2024-03-02,Clothing,Jacket,1,59.45,0.2,47.56,Paul Wilson,Female,74,65+,Fort Worth,TX,South,2023-08-15,customer413@email.com
TXN003665,C00787,2024-03-02,Beauty,Makeup,1,396.14,0.1,356.52,Betty Wilson,Male,26,26-35,San Antonio,TX,South,2023-07-26,customer787@email.com
TXN001179,C00223,2024-03-03,Home,Cookware,2,174.98,0.2,279.97,James Brown,Female,49,46-55,Chicago,IL,Central,2022-03-25,customer223@email.com
TXN002611,C00542,2024-03-03,Home,Lamp,1,129.36,0.0,129.36,Christopher Martin,Female,59,56-65,Los Angeles,CA,West,2024-02-25,customer542@email.com
TXN000794,C00141,2024-03-03,Electronics,Smartphone,1,18.31,0.05,17.39,Nancy Sanchez,Male,50,46-55,New York,NY,East,2021-12-07,customer141@email.com
TXN000879,C00161,2024-03-03,Clothing,Sneakers,3,137.4,0.0,412.2,Margaret Thompson,Male,35,26-35,New York,NY,East,2024-01-28,customer161@email.com
TXN002167,C00435,2024-03-03,Electronics,Headphones,3,152.31,0.0,456.92,Matthew Hernandez,Female,72,65+,Charlotte,NC,South,2024-04-08,customer435@email.com
TXN001309,C00249,2024-03-03,Electronics,Laptop,1,97.18,0.0,97.18,John Ramirez,Male,18,18-25,Dallas,TX,South,2022-06-18,customer249@email.com
TXN003435,C00730,2024-03-04,Electronics,Tablet,1,57.02,0.0,57.02,Ashley Brown,Female,57,56-65,San Jose,CA,West,2022-09-16,customer730@email.com
TXN001969,C00389,2024-03-04,Clothing,Dress,3,112.41,0.0,337.22,Mary Davis,Female,55,46-55,Dallas,TX,South,2021-02-11,customer389@email.com
TXN003667,C00787,2024-03-04,Beauty,Haircare,2,216.81,0.0,433.62,Betty Wilson,Male,26,26-35,San Antonio,TX,South,2023-07-26,customer787@email.com
TXN000358,C00063,2024-03-04,Beauty,Skincare,1,230.48,0.0,230.48,Donna Wilson,Female,28,26-35,Chicago,IL,Central,2021-09-04,customer63@email.com
TXN000627,C00116,2024-03-05,Sports,Yoga Mat,1,206.57,0.0,206.57,Joseph Williams,Female,49,46-55,Seattle,WA,West,2024-01-21,customer116@email.com
TXN002027,C00400,2024-03-05,Home,Decor,3,176.01,0.1,475.23,David Martinez,Male,66,65+,Detroit,MI,Central,2021-01-11,customer400@email.com
TXN001156,C00215,2024-03-05,Clothing,Jacket,1,289.33,0.0,289.33,Patricia Williams,Female,51,46-55,Charlotte,NC,South,2022-11-20,customer215@email.com
TXN000219,C00040,2024-03-06,Clothing,Jeans,3,98.71,0.15,251.7,Lisa Lopez,Female,20,18-25,Detroit,MI,Central,2022-09-05,customer40@email.com
TXN003429,C00728,2024-03-06,Clothing,T-Shirt,2,163.44,0.15,277.84,William Johnson,Male,70,65+,San Diego,CA,West,2021-11-04,customer728@email.com
TXN003570,C00762,2024-03-07,Clothing,T-Shirt,1,233.2,0.05,221.54,Elizabeth Sanchez,Male,42,36-45,Los Angeles,CA,West,2023-04-26,customer762@email.com
TXN002675,C00551,2024-03-07,Beauty,Perfume,1,397.89,0.05,378.0,Mark Robinson,Male,32,26-35,Austin,TX,South,2022-03-21,customer551@email.com
TXN001231,C00236,2024-03-07,Sports,Bicycle,3,110.59,0.15,282.01,Emily Lewis,Male,59,56-65,Seattle,WA,West,2023-10-17,customer236@email.com
TXN003275,C00688,2024-03-08,Clothing,Dress,1,108.69,0.05,103.26,Richard Martin,Female,54,46-55,San Diego,CA,West,2021-05-23,customer688@email.com
TXN001327,C00251,2024-03-08,Home,Cookware,3,267.39,0.0,802.17,Richard Clark,Male,31,26-35,Austin,TX,South,2023-12-06,customer251@email.com
TXN002691,C00553,2024-03-09,Electronics,Smartwatch,1,442.81,0.05,420.67,Donna Wilson,Female,41,36-45,Fort Worth,TX,South,2023-05-12,customer553@email.com
TXN001963,C00388,2024-03-09,Sports,Bicycle,2,42.96,0.05,81.62,John Harris,Female,38,36-45,San Diego,CA,West,2021-03-16,customer388@email.com
TXN003716,C00798,2024-03-09,Home,Cookware,2,59.51,0.0,119.02,Steven Martin,Female,37,36-45,Boston,MA,East,2021-07-07,customer798@email.com
TXN003061,C00640,2024-03-09,Clothing,Dress,1,123.15,0.0,123.15,Michelle Williams,Female,45,36-45,Detroit,MI,Central,2024-02-16,customer640@email.com
TXN001244,C00240,2024-03-09,Electronics,Laptop,1,185.54,0.1,166.99,David Sanchez,Female,70,65+,Detroit,MI,Central,2021-03-10,customer240@email.com
TXN002183,C00438,2024-03-09,Electronics,Headphones,2,36.24,0.0,72.48,Ashley Miller,Male,70,65+,Boston,MA,East,2023-08-16,customer438@email.com
TXN001006,C00190,2024-03-10,Home,Sofa,2,258.45,0.05,491.05,Robert Smith,Female,45,36-45,San Jose,CA,West,2023-10-22,customer190@email.com
TXN000269,C00046,2024-03-10,Beauty,Makeup,3,218.74,0.1,590.6,Sandra Gonzalez,Male,62,56-65,Philadelphia,PA,East,2022-04-30,customer46@email.com
TXN001343,C00256,2024-03-10,Clothing,Jacket,2,34.21,0.0,68.42,Richard Gonzalez,Female,69,65+,Seattle,WA,West,2021-01-08,customer256@email.com
TXN003417,C00727,2024-03-10,Home,Sofa,1,165.56,0.05,157.28,Anthony Brown,Female,38,36-45,San Antonio,TX,South,2022-12-01,customer727@email.com
TXN001836,C00362,2024-03-11,Home,Decor,1,132.23,0.1,119.01,Joseph Thomas,Male,67,65+,Los Angeles,CA,West,2021-02-24,customer362@email.com
TXN001009,C00191,2024-03-12,Sports,Running Shoes,1,218.76,0.15,185.95,Sandra Martin,Male,66,65+,Austin,TX,South,2021-07-09,customer191@email.com
TXN001825,C00361,2024-03-12,Clothing,Jacket,2,108.96,0.0,217.92,Joshua Lewis,Male,40,36-45,New York,NY,East,2021-06-11,customer361@email.com
TXN002517,C00521,2024-03-12,Home,Sofa,2,92.11,0.0,184.22,Joseph Robinson,Male,48,46-55,New York,NY,East,2021-12-04,customer521@email.com
TXN002120,C00425,2024-03-12,Electronics,Smartwatch,3,44.2,0.2,106.09,Paul Harris,Male,52,46-55,Phoenix,AZ,West,2023-09-17,customer425@email.com
TXN003053,C00638,2024-03-13,Beauty,Haircare,2,448.34,0.0,896.68,Ashley Ramirez,Male,59,56-65,Boston,MA,East,2024-04-10,customer638@email.com
TXN002408,C00497,2024-03-14,Clothing,Dress,2,117.73,0.0,235.46,Linda Moore,Female,43,36-45,Denver,CO,West,2022-04-04,customer497@email.com
TXN003564,C00760,2024-03-14,Beauty,Makeup,3,282.26,0.05,804.44,Donna Miller,Male,35,26-35,Detroit,MI,Central,2023-02-22,customer760@email.com
TXN003459,C00737,2024-03-14,Home,Sofa,1,157.52,0.0,157.52,Elizabeth Lewis,Male,39,36-45,Denver,CO,West,2023-03-13,customer737@email.com
TXN001173,C00221,2024-03-14,Electronics,Laptop,3,27.94,0.0,83.83,Mark Moore,Male,26,26-35,New York,NY,East,2024-03-14,customer221@email.com
TXN000070,C00011,2024-03-15,Beauty,Makeup,2,388.5,0.15,660.46,Emily Miller,Male,64,56-65,Austin,TX,South,2022-12-01,customer11@email.com
TXN000471,C00088,2024-03-16,Home,Bedding,2,221.2,0.0,442.4,Steven Martin,Female,50,46-55,San Diego,CA,West,2024-03-04,customer88@email.com
TXN002997,C00628,2024-03-16,Clothing,Jacket,2,166.96,0.2,267.14,Elizabeth Wilson,Male,69,65+,San Diego,CA,West,2023-08-22,customer628@email.com
TXN003098,C00653,2024-03-16,Clothing,Sneakers,2,105.05,0.0,210.11,Jessica Taylor,Male,30,26-35,Fort Worth,TX,South,2022-10-12,customer653@email.com
