CustomerID,CustomerName,Gender,Age,AgeGroup,City,State,Region,JoinDate,Recency,Frequency,Monetary,AvgOrderValue,FirstPurchase,LastPurchase,RecencyStatus,Cluster,Segment
C00329,Mark Martin,Female,22,18-25,Dallas,TX,South,2021-12-22,84,3,597.2,199.07,2024-03-17,2025-04-06,Warm (31-90),1,Potential / Occasional
C00330,Steven Wilson,Male,59,56-65,San Jose,CA,West,2023-06-07,111,6,1872.76,312.13,2022-01-16,2025-03-10,Cool (91-180),3,Loyal Frequent
C00331,Emily Anderson,Female,26,26-35,Austin,TX,South,2023-10-06,303,1,298.31,298.31,2024-08-30,2024-08-30,At Risk (180+),1,Potential / Occasional
C00332,David White,Male,31,26-35,Jacksonville,FL,South,2023-10-11,90,7,1571.13,224.45,2023-05-29,2025-03-31,Warm (31-90),3,Loyal Frequent
C00333,Donald Anderson,Male,63,56-65,Fort Worth,TX,South,2023-02-18,10,13,6631.08,510.08,2022-05-13,2025-06-19,Active (0-30),0,High-Value Champions
C00334,Thomas Harris,Male,74,65+,Columbus,OH,Central,2022-02-24,90,2,332.74,166.37,2022-07-25,2025-03-31,Warm (31-90),1,Potential / Occasional
C00335,Jessica Clark,Female,72,65+,Charlotte,NC,South,2023-10-22,166,15,10123.24,674.88,2022-09-05,2025-01-14,Cool (91-180),0,High-Value Champions
C00336,Sarah Harris,Female,38,36-45,Seattle,WA,West,2022-01-06,337,5,1793.25,358.65,2022-03-25,2024-07-27,At Risk (180+),3,Loyal Frequent
C00337,Kimberly Thomas,Female,27,26-35,Denver,CO,West,2023-08-27,609,1,166.15,166.15,2023-10-29,2023-10-29,At Risk (180+),2,Low-Value / At-Risk
C00338,Jessica Rodriguez,Male,58,56-65,Boston,MA,East,2021-11-09,1117,2,201.65,100.82,2022-02-04,2022-06-08,At Risk (180+),2,Low-Value / At-Risk
C00339,Mark Williams,Male,43,36-45,Nashville,TN,South,2022-07-29,291,2,506.78,253.39,2023-03-07,2024-09-11,At Risk (180+),1,Potential / Occasional
C00340,Charles Davis,Female,24,18-25,Detroit,MI,Central,2021-03-16,321,2,338.8,169.4,2022-12-26,2024-08-12,At Risk (180+),1,Potential / Occasional
C00341,Sarah Hernandez,Female,34,26-35,New York,NY,East,2022-04-20,363,3,400.7,133.57,2022-03-10,2024-07-01,At Risk (180+),1,Potential / Occasional
C00342,Christopher Lewis,Male,61,56-65,Los Angeles,CA,West,2022-10-02,242,4,1206.81,301.7,2022-02-13,2024-10-30,At Risk (180+),1,Potential / Occasional
C00343,Paul Williams,Male,41,36-45,Chicago,IL,Central,2023-02-02,93,6,1234.05,205.68,2022-03-08,2025-03-28,Cool (91-180),3,Loyal Frequent
C00344,William Jones,Female,23,18-25,Houston,TX,South,2021-01-25,583,2,339.52,169.76,2023-01-30,2023-11-24,At Risk (180+),2,Low-Value / At-Risk
C00345,Joseph Gonzalez,Male,60,56-65,Phoenix,AZ,West,2024-03-30,247,4,1407.69,351.92,2022-07-26,2024-10-25,At Risk (180+),1,Potential / Occasional
C00346,Elizabeth Thompson,Male,67,65+,Philadelphia,PA,East,2022-10-24,135,2,205.01,102.5,2022-07-04,2025-02-14,Cool (91-180),1,Potential / Occasional
C00347,Susan Williams,Male,37,36-45,San Antonio,TX,South,2023-12-09,201,4,1193.22,298.3,2023-05-19,2024-12-10,At Risk (180+),1,Potential / Occasional
C00348,Anthony Wilson,Female,39,36-45,San Diego,CA,West,2022-11-20,96,4,484.49,121.12,2024-02-03,2025-03-25,Cool (91-180),1,Potential / Occasional
C00349,Nancy Moore,Female,57,56-65,Dallas,TX,South,2022-04-21,366,2,172.48,86.24,2022-06-17,2024-06-28,At Risk (180+),1,Potential / Occasional
C00350,Sandra Wilson,Male,49,46-55,San Jose,CA,West,2022-07-15,42,4,1499.78,374.94,2022-10-09,2025-05-18,Warm (31-90),1,Potential / Occasional
C00351,Patricia Miller,Male,68,65+,Austin,TX,South,2024-03-10,126,11,5474.31,497.66,2022-03-08,2025-02-23,Cool (91-180),0,High-Value Champions
C00352,Anthony Gonzalez,Female,49,46-55,Jacksonville,FL,South,2023-08-10,332,8,4138.02,517.25,2022-04-22,2024-08-01,At Risk (180+),3,Loyal Frequent
C00353,Donna Thompson,Male,62,56-65,Fort Worth,TX,South,2022-11-01,161,2,137.46,68.73,2022-01-31,2025-01-19,Cool (91-180),1,Potential / Occasional
C00354,Mary Ramirez,Female,36,36-45,Columbus,OH,Central,2021-10-13,187,6,1034.77,172.46,2022-01-16,2024-12-24,At Risk (180+),3,Loyal Frequent
C00355,Andrew Gonzalez,Male,68,65+,Charlotte,NC,South,2021-01-18,89,2,169.67,84.84,2024-08-20,2025-04-01,Warm (31-90),1,Potential / Occasional
C00356,Donald Smith,Female,71,65+,Seattle,WA,West,2024-04-13,53,1,60.42,60.42,2025-05-07,2025-05-07,Warm (31-90),1,Potential / Occasional
C00357,Daniel Martinez,Female,47,46-55,Denver,CO,West,2023-09-15,765,2,342.98,171.49,2022-01-06,2023-05-26,At Risk (180+),2,Low-Value / At-Risk
C00358,Matthew Ramirez,Male,18,18-25,Boston,MA,East,2023-08-05,469,2,303.89,151.94,2023-02-09,2024-03-17,At Risk (180+),1,Potential / Occasional
C00359,Anthony Moore,Male,20,18-25,Nashville,TN,South,2023-07-14,464,4,905.86,226.46,2022-03-19,2024-03-22,At Risk (180+),1,Potential / Occasional
C00360,Paul Sanchez,Male,36,36-45,Detroit,MI,Central,2023-03-11,648,2,281.2,140.6,2023-06-06,2023-09-20,At Risk (180+),2,Low-Value / At-Risk
C00361,Joshua Lewis,Male,40,36-45,New York,NY,East,2021-06-11,48,12,4895.59,407.97,2022-04-01,2025-05-12,Warm (31-90),0,High-Value Champions
C00362,Joseph Thomas,Male,67,65+,Los Angeles,CA,West,2021-02-24,333,5,1932.51,386.5,2022-04-24,2024-07-31,At Risk (180+),3,Loyal Frequent
C00363,Joseph Rodriguez,Male,72,65+,Chicago,IL,Central,2023-10-29,118,6,2119.65,353.28,2022-01-27,2025-03-03,Cool (91-180),3,Loyal Frequent
C00364,Margaret Thomas,Female,25,18-25,Houston,TX,South,2022-03-19,59,4,935.25,233.81,2023-07-18,2025-05-01,Warm (31-90),1,Potential / Occasional
C00365,Mary Gonzalez,Male,54,46-55,Phoenix,AZ,West,2023-12-14,854,1,97.03,97.03,2023-02-26,2023-02-26,At Risk (180+),2,Low-Value / At-Risk
C00366,Nancy Perez,Female,45,36-45,Philadelphia,PA,East,2022-08-02,377,2,231.38,115.69,2023-08-29,2024-06-17,At Risk (180+),1,Potential / Occasional
C00367,Betty White,Female,52,46-55,San Antonio,TX,South,2023-10-04,294,2,295.66,147.83,2022-03-05,2024-09-08,At Risk (180+),1,Potential / Occasional
C00368,David Clark,Female,49,46-55,San Diego,CA,West,2021-04-06,58,6,1993.57,332.26,2022-03-17,2025-05-02,Warm (31-90),3,Loyal Frequent
C00369,Sandra Robinson,Female,33,26-35,Dallas,TX,South,2024-02-18,996,1,125.94,125.94,2022-10-07,2022-10-07,At Risk (180+),2,Low-Value / At-Risk
C00370,William Martin,Female,71,65+,San Jose,CA,West,2022-03-28,179,4,1133.04,283.26,2022-10-22,2025-01-01,Cool (91-180),1,Potential / Occasional
C00371,Paul Smith,Male,72,65+,Austin,TX,South,2022-04-14,14,15,6971.18,464.75,2022-01-13,2025-06-15,Active (0-30),0,High-Value Champions
C00372,Betty Jackson,Male,27,26-35,Jacksonville,FL,South,2023-08-02,276,2,152.67,76.34,2024-05-17,2024-09-26,At Risk (180+),1,Potential / Occasional
C00373,Andrew Perez,Female,38,36-45,Fort Worth,TX,South,2023-02-14,48,4,1451.01,362.75,2022-10-02,2025-05-12,Warm (31-90),1,Potential / Occasional
C00374,Mary Williams,Male,36,36-45,Columbus,OH,Central,2021-05-27,53,1,206.7,206.7,2025-05-07,2025-05-07,Warm (31-90),1,Potential / Occasional
C00375,Margaret Jones,Female,18,18-25,Charlotte,NC,South,2022-12-01,25,4,1138.64,284.66,2022-01-09,2025-06-04,Active (0-30),1,Potential / Occasional
C00376,Sandra Garcia,Female,28,26-35,Seattle,WA,West,2023-03-26,360,3,285.38,95.13,2022-10-17,2024-07-04,At Risk (180+),1,Potential / Occasional
C00377,Patricia Rodriguez,Female,20,18-25,Denver,CO,West,2023-01-16,143,7,1516.36,216.62,2022-06-15,2025-02-06,Cool (91-180),3,Loyal Frequent
C00378,Matthew Hernandez,Male,37,36-45,Boston,MA,East,2022-04-16,50,3,208.1,69.37,2022-06-01,2025-05-10,Warm (31-90),1,Potential / Occasional
C00379,Susan Anderson,Male,47,46-55,Nashville,TN,South,2021-09-18,110,6,1509.78,251.63,2022-06-14,2025-03-11,Cool (91-180),3,Loyal Frequent
C00380,Christopher Hernandez,Male,61,56-65,Detroit,MI,Central,2023-06-24,149,2,87.29,43.64,2023-09-04,2025-01-31,Cool (91-180),1,Potential / Occasional
C00381,Matthew Rodriguez,Female,34,26-35,New York,NY,East,2023-05-04,1102,2,117.63,58.82,2022-03-27,2022-06-23,At Risk (180+),2,Low-Value / At-Risk
C00382,Anthony Rodriguez,Female,63,56-65,Los Angeles,CA,West,2022-12-15,169,10,3680.49,368.05,2022-05-29,2025-01-11,Cool (91-180),3,Loyal Frequent
C00383,Jennifer Thomas,Male,67,65+,Chicago,IL,Central,2021-05-08,150,3,290.71,96.9,2022-12-10,2025-01-30,Cool (91-180),1,Potential / Occasional
C00384,Mary White,Female,26,26-35,Houston,TX,South,2024-02-13,66,14,6542.76,467.34,2022-03-04,2025-04-24,Warm (31-90),0,High-Value Champions
C00385,Paul Johnson,Female,42,36-45,Phoenix,AZ,West,2022-07-06,136,2,183.4,91.7,2023-08-13,2025-02-13,Cool (91-180),1,Potential / Occasional
C00386,Daniel Davis,Female,46,46-55,Philadelphia,PA,East,2022-05-09,141,2,424.01,212.0,2024-12-27,2025-02-08,Cool (91-180),1,Potential / Occasional
C00387,Robert Harris,Female,54,46-55,San Antonio,TX,South,2024-02-07,63,17,11735.36,690.32,2022-01-14,2025-04-27,Warm (31-90),0,High-Value Champions
C00388,John Harris,Female,38,36-45,San Diego,CA,West,2021-03-16,289,4,481.38,120.34,2022-09-02,2024-09-13,At Risk (180+),1,Potential / Occasional
C00389,Mary Davis,Female,55,46-55,Dallas,TX,South,2021-02-11,353,5,1203.34,240.67,2022-01-08,2024-07-11,At Risk (180+),1,Potential / Occasional
C00390,Richard Clark,Female,42,36-45,San Jose,CA,West,2021-02-03,248,6,2033.01,338.84,2022-07-02,2024-10-24,At Risk (180+),3,Loyal Frequent
C00391,Mary Martin,Female,40,36-45,Austin,TX,South,2023-09-25,27,14,9119.5,651.39,2022-01-14,2025-06-02,Active (0-30),0,High-Value Champions
C00392,Elizabeth Davis,Male,74,65+,Jacksonville,FL,South,2021-12-08,822,2,141.58,70.79,2022-03-19,2023-03-30,At Risk (180+),2,Low-Value / At-Risk
C00393,William Thomas,Female,51,46-55,Fort Worth,TX,South,2022-10-08,58,3,559.21,186.4,2022-12-29,2025-05-02,Warm (31-90),1,Potential / Occasional
C00394,Linda Jackson,Female,70,65+,Columbus,OH,Central,2021-09-25,554,1,39.4,39.4,2023-12-23,2023-12-23,At Risk (180+),2,Low-Value / At-Risk
C00395,Susan Anderson,Female,34,26-35,Charlotte,NC,South,2022-03-31,290,6,1430.8,238.47,2022-02-10,2024-09-12,At Risk (180+),3,Loyal Frequent
C00396,Thomas Harris,Male,63,56-65,Seattle,WA,West,2023-07-11,390,3,338.08,112.69,2023-12-29,2024-06-04,At Risk (180+),1,Potential / Occasional
C00397,Lisa Garcia,Male,60,56-65,Denver,CO,West,2021-05-10,158,5,1119.41,223.88,2022-03-20,2025-01-22,Cool (91-180),1,Potential / Occasional
C00398,Joshua Martin,Male,68,65+,Boston,MA,East,2023-03-30,20,3,222.89,74.3,2022-02-05,2025-06-09,Active (0-30),1,Potential / Occasional
C00399,Linda Harris,Male,28,26-35,Nashville,TN,South,2023-03-05,13,9,3647.25,405.25,2023-03-29,2025-06-16,Active (0-30),3,Loyal Frequent
C00400,David Martinez,Male,66,65+,Detroit,MI,Central,2021-01-11,144,7,2309.39,329.91,2022-01-02,2025-02-05,Cool (91-180),3,Loyal Frequent
C00401,Michael Jackson,Male,52,46-55,New York,NY,East,2021-07-06,50,8,3074.03,384.25,2022-05-28,2025-05-10,Warm (31-90),3,Loyal Frequent
C00402,Mary Robinson,Male,41,36-45,Los Angeles,CA,West,2021-04-08,774,2,249.25,124.62,2023-04-20,2023-05-17,At Risk (180+),2,Low-Value / At-Risk
C00403,Karen Jackson,Male,73,65+,Chicago,IL,Central,2023-01-28,581,2,291.96,145.98,2022-08-05,2023-11-26,At Risk (180+),2,Low-Value / At-Risk
C00404,Matthew Gonzalez,Male,52,46-55,Houston,TX,South,2023-01-21,606,2,549.6,274.8,2023-10-08,2023-11-01,At Risk (180+),2,Low-Value / At-Risk
C00405,Richard Williams,Female,60,56-65,Phoenix,AZ,West,2023-08-16,442,5,1452.6,290.52,2022-01-28,2024-04-13,At Risk (180+),1,Potential / Occasional
C00406,Donna Thompson,Female,19,18-25,Philadelphia,PA,East,2022-04-27,229,9,3464.02,384.89,2022-01-09,2024-11-12,At Risk (180+),3,Loyal Frequent
C00407,Jessica Brown,Male,34,26-35,San Antonio,TX,South,2021-03-14,962,1,148.79,148.79,2022-11-10,2022-11-10,At Risk (180+),2,Low-Value / At-Risk
C00408,Karen Ramirez,Female,59,56-65,San Diego,CA,West,2021-03-02,88,1,187.06,187.06,2025-04-02,2025-04-02,Warm (31-90),1,Potential / Occasional
C00409,Joshua Sanchez,Male,20,18-25,Dallas,TX,South,2021-01-25,150,8,4750.99,593.87,2023-03-17,2025-01-30,Cool (91-180),3,Loyal Frequent
C00410,Linda Sanchez,Female,47,46-55,San Jose,CA,West,2021-04-18,137,3,297.65,99.22,2022-04-09,2025-02-12,Cool (91-180),1,Potential / Occasional
C00411,Andrew Sanchez,Female,36,36-45,Austin,TX,South,2021-04-12,396,2,183.27,91.64,2023-01-03,2024-05-29,At Risk (180+),1,Potential / Occasional
C00412,John Lopez,Female,66,65+,Jacksonville,FL,South,2023-12-04,1271,1,63.84,63.84,2022-01-05,2022-01-05,At Risk (180+),2,Low-Value / At-Risk
C00413,Paul Wilson,Female,74,65+,Fort Worth,TX,South,2023-08-15,264,2,343.92,171.96,2024-03-02,2024-10-08,At Risk (180+),1,Potential / Occasional
C00414,Lisa Williams,Female,41,36-45,Columbus,OH,Central,2021-01-12,98,7,1763.11,251.87,2023-07-04,2025-03-23,Cool (91-180),3,Loyal Frequent
C00415,Steven Lee,Female,38,36-45,Charlotte,NC,South,2021-12-05,214,1,138.62,138.62,2024-11-27,2024-11-27,At Risk (180+),1,Potential / Occasional
C00416,Nancy Smith,Female,71,65+,Seattle,WA,West,2024-01-10,759,1,138.44,138.44,2023-06-01,2023-06-01,At Risk (180+),2,Low-Value / At-Risk
C00417,Anthony Clark,Female,42,36-45,Denver,CO,West,2023-09-03,99,6,1507.48,251.25,2022-03-28,2025-03-22,Cool (91-180),3,Loyal Frequent
C00418,Ashley Brown,Female,32,26-35,Boston,MA,East,2022-04-11,282,3,228.57,76.19,2022-05-22,2024-09-20,At Risk (180+),1,Potential / Occasional
C00419,Margaret Lopez,Female,64,56-65,Nashville,TN,South,2022-05-04,141,7,2073.88,296.27,2022-03-10,2025-02-08,Cool (91-180),3,Loyal Frequent
C00420,Sandra Thompson,Female,34,26-35,Detroit,MI,Central,2023-02-17,1225,1,14.35,14.35,2022-02-20,2022-02-20,At Risk (180+),2,Low-Value / At-Risk
C00421,Elizabeth Wilson,Male,24,18-25,New York,NY,East,2023-09-08,429,2,148.82,74.41,2022-10-06,2024-04-26,At Risk (180+),1,Potential / Occasional
C00422,Barbara White,Female,26,26-35,Los Angeles,CA,West,2021-12-01,27,7,1353.96,193.42,2022-06-26,2025-06-02,Active (0-30),3,Loyal Frequent
C00423,Kimberly Lee,Female,67,65+,Chicago,IL,Central,2023-06-02,263,2,232.34,116.17,2024-07-02,2024-10-09,At Risk (180+),1,Potential / Occasional
C00424,Sarah Martin,Female,35,26-35,Houston,TX,South,2023-04-07,107,3,427.62,142.54,2023-02-25,2025-03-14,Cool (91-180),1,Potential / Occasional
C00425,Paul Harris,Male,52,46-55,Phoenix,AZ,West,2023-09-17,33,4,1180.72,295.18,2024-03-12,2025-05-27,Warm (31-90),1,Potential / Occasional
C00426,Donald Anderson,Female,56,56-65,Philadelphia,PA,East,2022-02-06,104,1,47.78,47.78,2025-03-17,2025-03-17,Cool (91-180),1,Potential / Occasional
C00427,Margaret Clark,Male,61,56-65,San Antonio,TX,South,2024-03-28,51,14,9437.91,674.14,2022-02-12,2025-05-09,Warm (31-90),0,High-Value Champions
C00428,Donna Rodriguez,Female,20,18-25,San Diego,CA,West,2021-07-07,44,6,1136.6,189.43,2022-04-02,2025-05-16,Warm (31-90),3,Loyal Frequent
C00429,Christopher Ramirez,Female,43,36-45,Dallas,TX,South,2023-03-16,554,2,298.6,149.3,2022-04-11,2023-12-23,At Risk (180+),2,Low-Value / At-Risk
C00430,Jessica Clark,Male,56,56-65,San Jose,CA,West,2021-07-02,3,6,1447.68,241.28,2022-05-24,2025-06-26,Active (0-30),3,Loyal Frequent
C00431,Jennifer Rodriguez,Female,39,36-45,Austin,TX,South,2022-05-12,456,1,129.24,129.24,2024-03-30,2024-03-30,At Risk (180+),1,Potential / Occasional
C00432,Mark Davis,Female,50,46-55,Jacksonville,FL,South,2023-07-10,270,1,115.93,115.93,2024-10-02,2024-10-02,At Risk (180+),1,Potential / Occasional
C00433,Sandra Jackson,Male,61,56-65,Fort Worth,TX,South,2021-01-16,50,10,5459.63,545.96,2022-07-18,2025-05-10,Warm (31-90),0,High-Value Champions
C00434,Michelle Perez,Male,52,46-55,Columbus,OH,Central,2023-06-13,35,2,282.35,141.17,2024-11-06,2025-05-25,Warm (31-90),1,Potential / Occasional
C00435,Matthew Hernandez,Female,72,65+,Charlotte,NC,South,2024-04-08,178,12,5141.32,428.44,2022-03-23,2025-01-02,Cool (91-180),0,High-Value Champions
C00436,Mary Thomas,Male,49,46-55,Seattle,WA,West,2024-03-10,294,4,696.95,174.24,2022-12-25,2024-09-08,At Risk (180+),1,Potential / Occasional
C00437,Christopher Garcia,Male,46,46-55,Denver,CO,West,2023-11-29,171,2,123.02,61.51,2022-08-01,2025-01-09,Cool (91-180),1,Potential / Occasional
C00438,Ashley Miller,Male,70,65+,Boston,MA,East,2023-08-16,477,3,388.08,129.36,2022-05-23,2024-03-09,At Risk (180+),1,Potential / Occasional
C00439,Daniel Sanchez,Female,73,65+,Nashville,TN,South,2023-01-18,179,4,677.47,169.37,2022-02-15,2025-01-01,Cool (91-180),1,Potential / Occasional
C00440,Thomas Hernandez,Female,42,36-45,Detroit,MI,Central,2022-01-12,9,7,2096.6,299.51,2022-11-04,2025-06-20,Active (0-30),3,Loyal Frequent
C00441,Sarah Lewis,Female,47,46-55,New York,NY,East,2021-12-06,668,1,97.58,97.58,2023-08-31,2023-08-31,At Risk (180+),2,Low-Value / At-Risk
C00442,Joshua Thompson,Male,73,65+,Los Angeles,CA,West,2021-01-03,969,2,327.68,163.84,2022-07-11,2022-11-03,At Risk (180+),2,Low-Value / At-Risk
C00443,Sarah Moore,Female,54,46-55,Chicago,IL,Central,2021-11-20,98,3,186.96,62.32,2023-02-03,2025-03-23,Cool (91-180),1,Potential / Occasional
C00444,James Taylor,Male,63,56-65,Houston,TX,South,2022-03-08,11,4,1248.5,312.12,2023-03-12,2025-06-18,Active (0-30),1,Potential / Occasional
C00445,Richard Williams,Male,74,65+,Phoenix,AZ,West,2022-08-08,63,2,95.0,47.5,2023-12-05,2025-04-27,Warm (31-90),1,Potential / Occasional
C00446,Jessica White,Male,54,46-55,Philadelphia,PA,East,2023-08-22,412,1,195.6,195.6,2024-05-13,2024-05-13,At Risk (180+),1,Potential / Occasional
C00447,Anthony Thomas,Male,23,18-25,San Antonio,TX,South,2021-03-02,602,1,60.17,60.17,2023-11-05,2023-11-05,At Risk (180+),2,Low-Value / At-Risk
C00448,Emily Harris,Female,63,56-65,San Diego,CA,West,2023-03-18,44,3,726.92,242.31,2023-03-05,2025-05-16,Warm (31-90),1,Potential / Occasional
C00449,Jessica Thompson,Female,51,46-55,Dallas,TX,South,2021-01-11,104,7,2672.63,381.8,2022-03-07,2025-03-17,Cool (91-180),3,Loyal Frequent
C00450,Donald Lee,Female,21,18-25,San Jose,CA,West,2024-03-22,764,2,293.98,146.99,2022-03-20,2023-05-27,At Risk (180+),2,Low-Value / At-Risk
C00451,Ashley Anderson,Female,63,56-65,Austin,TX,South,2023-06-04,421,2,137.44,68.72,2022-09-17,2024-05-04,At Risk (180+),1,Potential / Occasional
C00452,Mary Williams,Male,43,36-45,Jacksonville,FL,South,2024-02-05,137,4,1206.45,301.61,2023-03-15,2025-02-12,Cool (91-180),1,Potential / Occasional
C00453,Charles Davis,Male,20,18-25,Fort Worth,TX,South,2023-07-26,146,2,359.12,179.56,2022-11-29,2025-02-03,Cool (91-180),1,Potential / Occasional
C00454,Betty Thompson,Female,66,65+,Columbus,OH,Central,2021-02-23,254,16,8013.42,500.84,2022-02-24,2024-10-18,At Risk (180+),0,High-Value Champions
C00455,Jessica Martinez,Female,66,65+,Charlotte,NC,South,2024-01-28,157,2,394.92,197.46,2024-12-28,2025-01-23,Cool (91-180),1,Potential / Occasional
C00456,Donna Lopez,Female,34,26-35,Seattle,WA,West,2022-02-23,269,4,767.0,191.75,2022-07-30,2024-10-03,At Risk (180+),1,Potential / Occasional
C00457,Donald Moore,Female,52,46-55,Denver,CO,West,2021-08-04,165,2,315.49,157.74,2023-09-11,2025-01-15,Cool (91-180),1,Potential / Occasional
C00458,Kimberly Lopez,Male,64,56-65,Boston,MA,East,2023-02-20,139,5,1078.92,215.78,2022-05-31,2025-02-10,Cool (91-180),1,Potential / Occasional
C00459,Margaret White,Female,31,26-35,Nashville,TN,South,2024-01-18,42,11,4215.21,383.2,2022-04-15,2025-05-18,Warm (31-90),3,Loyal Frequent
C00460,Emily Hernandez,Male,45,36-45,Detroit,MI,Central,2023-08-10,778,1,20.16,20.16,2023-05-13,2023-05-13,At Risk (180+),2,Low-Value / At-Risk
C00461,Daniel Thompson,Female,59,56-65,New York,NY,East,2023-07-10,289,4,904.13,226.03,2022-03-24,2024-09-13,At Risk (180+),1,Potential / Occasional
C00462,Sandra Rodriguez,Male,42,36-45,Los Angeles,CA,West,2022-06-05,110,7,2132.78,304.68,2022-01-08,2025-03-11,Cool (91-180),3,Loyal Frequent
C00463,Karen Rodriguez,Male,32,26-35,Chicago,IL,Central,2023-08-13,385,2,144.3,72.15,2023-01-22,2024-06-09,At Risk (180+),1,Potential / Occasional
C00464,Joseph Brown,Male,22,18-25,Houston,TX,South,2021-02-07,284,3,465.0,155.0,2022-10-27,2024-09-18,At Risk (180+),1,Potential / Occasional
C00465,Richard Hernandez,Female,23,18-25,Phoenix,AZ,West,2024-04-14,578,3,320.52,106.84,2023-01-17,2023-11-29,At Risk (180+),2,Low-Value / At-Risk
C00466,Linda White,Male,30,26-35,Philadelphia,PA,East,2021-02-06,1270,1,55.14,55.14,2022-01-06,2022-01-06,At Risk (180+),2,Low-Value / At-Risk
C00467,Paul Harris,Male,34,26-35,San Antonio,TX,South,2023-03-07,1186,1,157.06,157.06,2022-03-31,2022-03-31,At Risk (180+),2,Low-Value / At-Risk
C00468,Barbara Miller,Female,49,46-55,San Diego,CA,West,2024-02-12,80,7,1226.82,175.26,2022-05-29,2025-04-10,Warm (31-90),3,Loyal Frequent
C00469,Susan White,Female,20,18-25,Dallas,TX,South,2021-11-14,1108,1,103.5,103.5,2022-06-17,2022-06-17,At Risk (180+),2,Low-Value / At-Risk
C00470,Donald Rodriguez,Female,44,36-45,San Jose,CA,West,2023-11-30,201,3,319.14,106.38,2022-09-01,2024-12-10,At Risk (180+),1,Potential / Occasional
C00471,Donna Harris,Female,57,56-65,Austin,TX,South,2021-08-04,307,2,292.44,146.22,2024-06-11,2024-08-26,At Risk (180+),1,Potential / Occasional
C00472,Kimberly Martin,Female,65,56-65,Jacksonville,FL,South,2021-04-02,244,8,3075.58,384.45,2022-01-31,2024-10-28,At Risk (180+),3,Loyal Frequent
C00473,Charles Brown,Female,42,36-45,Fort Worth,TX,South,2023-02-20,52,8,4249.5,531.19,2022-04-23,2025-05-08,Warm (31-90),3,Loyal Frequent
C00474,Richard Martinez,Male,44,36-45,Columbus,OH,Central,2024-04-08,289,5,2016.81,403.36,2022-05-13,2024-09-13,At Risk (180+),3,Loyal Frequent
C00475,Joseph Lopez,Male,22,18-25,Charlotte,NC,South,2022-02-26,216,4,1566.14,391.54,2022-02-08,2024-11-25,At Risk (180+),1,Potential / Occasional
C00476,Barbara Martinez,Female,68,65+,Seattle,WA,West,2022-07-11,511,6,1819.97,303.33,2022-02-19,2024-02-04,At Risk (180+),3,Loyal Frequent
C00477,James Thompson,Female,27,26-35,Denver,CO,West,2023-11-21,115,2,72.39,36.2,2023-07-19,2025-03-06,Cool (91-180),1,Potential / Occasional
C00478,Paul Jones,Male,47,46-55,Boston,MA,East,2022-11-03,120,1,49.0,49.0,2025-03-01,2025-03-01,Cool (91-180),1,Potential / Occasional
C00479,Sarah Johnson,Female,31,26-35,Nashville,TN,South,2021-03-23,9,4,693.04,173.26,2022-12-27,2025-06-20,Active (0-30),1,Potential / Occasional
C00480,Patricia Moore,Female,56,56-65,Detroit,MI,Central,2022-08-12,317,1,47.16,47.16,2024-08-16,2024-08-16,At Risk (180+),1,Potential / Occasional
C00481,Charles Thompson,Male,58,56-65,New York,NY,East,2023-12-06,218,2,261.61,130.8,2022-08-30,2024-11-23,At Risk (180+),1,Potential / Occasional
C00482,William Lee,Male,51,46-55,Los Angeles,CA,West,2021-01-17,57,6,1774.01,295.67,2022-04-22,2025-05-03,Warm (31-90),3,Loyal Frequent
C00483,Ashley Brown,Male,62,56-65,Chicago,IL,Central,2022-12-01,135,6,1876.48,312.75,2022-08-22,2025-02-14,Cool (91-180),3,Loyal Frequent
C00484,James Jackson,Male,36,36-45,Houston,TX,South,2022-11-06,978,1,60.59,60.59,2022-10-25,2022-10-25,At Risk (180+),2,Low-Value / At-Risk
C00485,Charles Thomas,Male,58,56-65,Phoenix,AZ,West,2022-02-18,496,7,1940.98,277.28,2022-04-05,2024-02-19,At Risk (180+),3,Loyal Frequent
C00486,Donald Anderson,Male,32,26-35,Philadelphia,PA,East,2023-09-21,109,4,1028.35,257.09,2022-11-25,2025-03-12,Cool (91-180),1,Potential / Occasional
C00487,Nancy Garcia,Male,21,18-25,San Antonio,TX,South,2021-02-06,875,3,223.83,74.61,2022-03-26,2023-02-05,At Risk (180+),2,Low-Value / At-Risk
C00488,Patricia Rodriguez,Female,67,65+,San Diego,CA,West,2023-07-05,1014,1,291.52,291.52,2022-09-19,2022-09-19,At Risk (180+),2,Low-Value / At-Risk
C00489,Donald Brown,Male,29,26-35,Dallas,TX,South,2023-01-01,1,2,41.65,20.82,2023-12-28,2025-06-28,Active (0-30),1,Potential / Occasional
C00490,Robert Gonzalez,Female,71,65+,San Jose,CA,West,2023-07-07,6,4,1498.31,374.58,2022-02-06,2025-06-23,Active (0-30),1,Potential / Occasional
C00491,Ashley Williams,Male,73,65+,Austin,TX,South,2022-12-06,165,2,123.11,61.56,2025-01-07,2025-01-15,Cool (91-180),1,Potential / Occasional
C00492,Andrew Lee,Female,64,56-65,Jacksonville,FL,South,2021-07-29,366,1,51.15,51.15,2024-06-28,2024-06-28,At Risk (180+),1,Potential / Occasional
